flip_angle_(fraction_of_nominal),rf_phase_(deg),extension_of_base_TR_(ms),extension_of_base_TE_(ms)
0.511714,180.000000,0.00,0.00
0.506000,0.000000,0.00,0.00
0.500000,180.000000,0.00,0.00
0.494143,0.000000,0.00,0.00
0.488000,180.000000,0.00,0.00
0.481857,0.000000,0.00,0.00
0.475429,180.000000,0.00,0.00
0.469143,0.000000,0.00,0.00
0.462571,180.000000,0.00,0.00
0.456000,0.000000,0.00,0.00
0.449286,180.000000,0.00,0.00
0.442571,0.000000,0.00,0.00
0.435714,180.000000,0.00,0.00
0.428714,0.000000,0.00,0.00
0.421714,180.000000,0.00,0.00
0.414571,0.000000,0.00,0.00
0.407286,180.000000,0.00,0.00
0.400000,0.000000,0.00,0.00
0.392571,180.000000,0.00,0.00
0.385143,0.000000,0.00,0.00
0.377571,180.000000,0.00,0.00
0.370000,0.000000,0.00,0.00
0.362286,180.000000,0.00,0.00
0.354571,0.000000,0.00,0.00
0.346714,180.000000,0.00,0.00
0.338857,0.000000,0.00,0.00
0.330857,180.000000,0.00,0.00
0.322857,0.000000,0.00,0.00
0.314714,180.000000,0.00,0.00
0.306571,0.000000,0.00,0.00
0.298429,180.000000,0.00,0.00
0.290143,0.000000,0.00,0.00
0.281714,180.000000,0.00,0.00
0.273429,0.000000,0.00,0.00
0.265000,180.000000,0.00,0.00
0.256571,0.000000,0.00,0.00
0.248000,180.000000,0.00,0.00
0.239429,0.000000,0.00,0.00
0.230857,180.000000,0.00,0.00
0.222143,0.000000,0.00,0.00
0.213571,180.000000,0.00,0.00
0.204857,0.000000,0.00,0.00
0.196143,180.000000,0.00,0.00
0.187286,0.000000,0.00,0.00
0.178571,180.000000,0.00,0.00
0.169714,0.000000,0.00,0.00
0.160857,180.000000,0.00,0.00
0.152000,0.000000,0.00,0.00
0.143000,180.000000,0.00,0.00
0.134143,0.000000,0.00,0.00
0.125143,180.000000,0.00,0.00
0.116286,0.000000,0.00,0.00
0.107286,180.000000,0.00,0.00
0.098286,0.000000,0.00,0.00
0.089429,180.000000,0.00,0.00
0.080429,0.000000,0.00,0.00
0.071429,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.000000,180.000000,0.00,0.00
0.000000,0.000000,0.00,0.00
0.076429,180.000000,0.00,0.00
0.081286,0.000000,0.00,0.00
0.086286,180.000000,0.00,0.00
0.091143,0.000000,0.00,0.00
0.096143,180.000000,0.00,0.00
0.101000,0.000000,0.00,0.00
0.105857,180.000000,0.00,0.00
0.110857,0.000000,0.00,0.00
0.115714,180.000000,0.00,0.00
0.120571,0.000000,0.00,0.00
0.125429,180.000000,0.00,0.00
0.130286,0.000000,0.00,0.00
0.135143,180.000000,0.00,0.00
0.140000,0.000000,0.00,0.00
0.144857,180.000000,0.00,0.00
0.149571,0.000000,0.00,0.00
0.154429,180.000000,0.00,0.00
0.159143,0.000000,0.00,0.00
0.163857,180.000000,0.00,0.00
0.168571,0.000000,0.00,0.00
0.173286,180.000000,0.00,0.00
0.177857,0.000000,0.00,0.00
0.182571,180.000000,0.00,0.00
0.187143,0.000000,0.00,0.00
0.191714,180.000000,0.00,0.00
0.196286,0.000000,0.00,0.00
0.200714,180.000000,0.00,0.00
0.205286,0.000000,0.00,0.00
0.209714,180.000000,0.00,0.00
0.214143,0.000000,0.00,0.00
0.218429,180.000000,0.00,0.00
0.222857,0.000000,0.00,0.00
0.227143,180.000000,0.00,0.00
0.231429,0.000000,0.00,0.00
0.235571,180.000000,0.00,0.00
0.239857,0.000000,0.00,0.00
0.244000,180.000000,0.00,0.00
0.248143,0.000000,0.00,0.00
0.252143,180.000000,0.00,0.00
0.256143,0.000000,0.00,0.00
0.260143,180.000000,0.00,0.00
0.264000,0.000000,0.00,0.00
0.268000,180.000000,0.00,0.00
0.271714,0.000000,0.00,0.00
0.275571,180.000000,0.00,0.00
0.279286,0.000000,0.00,0.00
0.283000,180.000000,0.00,0.00
0.286571,0.000000,0.00,0.00
0.290143,180.000000,0.00,0.00
0.293714,0.000000,0.00,0.00
0.297143,180.000000,0.00,0.00
0.300571,0.000000,0.00,0.00
0.303857,180.000000,0.00,0.00
0.307143,0.000000,0.00,0.00
0.310429,180.000000,0.00,0.00
0.313571,0.000000,0.00,0.00
0.316714,180.000000,0.00,0.00
0.319714,0.000000,0.00,0.00
0.322714,180.000000,0.00,0.00
0.325714,0.000000,0.00,0.00
0.328571,180.000000,0.00,0.00
0.331429,0.000000,0.00,0.00
0.334143,180.000000,0.00,0.00
0.336857,0.000000,0.00,0.00
0.339429,180.000000,0.00,0.00
0.342000,0.000000,0.00,0.00
0.344429,180.000000,0.00,0.00
0.346857,0.000000,0.00,0.00
0.349143,180.000000,0.00,0.00
0.351429,0.000000,0.00,0.00
0.353714,180.000000,0.00,0.00
0.355857,0.000000,0.00,0.00
0.357857,180.000000,0.00,0.00
0.359857,0.000000,0.00,0.00
0.361857,180.000000,0.00,0.00
0.363714,0.000000,0.00,0.00
0.365429,180.000000,0.00,0.00
0.367143,0.000000,0.00,0.00
0.368714,180.000000,0.00,0.00
0.370286,0.000000,0.00,0.00
0.371857,180.000000,0.00,0.00
0.373286,0.000000,0.00,0.00
0.374571,180.000000,0.00,0.00
0.375857,0.000000,0.00,0.00
0.377000,180.000000,0.00,0.00
0.378143,0.000000,0.00,0.00
0.379143,180.000000,0.00,0.00
0.380143,0.000000,0.00,0.00
0.381000,180.000000,0.00,0.00
0.381857,0.000000,0.00,0.00
0.382571,180.000000,0.00,0.00
0.383286,0.000000,0.00,0.00
0.383857,180.000000,0.00,0.00
0.384286,0.000000,0.00,0.00
0.384714,180.000000,0.00,0.00
0.385143,0.000000,0.00,0.00
0.385429,180.000000,0.00,0.00
0.385571,0.000000,0.00,0.00
0.385714,180.000000,0.00,0.00
0.385714,0.000000,0.00,0.00
0.385714,180.000000,0.00,0.00
0.385571,0.000000,0.00,0.00
0.385429,180.000000,0.00,0.00
0.385143,0.000000,0.00,0.00
0.384714,180.000000,0.00,0.00
0.384286,0.000000,0.00,0.00
0.383857,180.000000,0.00,0.00
0.383286,0.000000,0.00,0.00
0.382571,180.000000,0.00,0.00
0.381857,0.000000,0.00,0.00
0.381000,180.000000,0.00,0.00
0.380143,0.000000,0.00,0.00
0.379143,180.000000,0.00,0.00
0.378143,0.000000,0.00,0.00
0.377000,180.000000,0.00,0.00
0.375857,0.000000,0.00,0.00
0.374571,180.000000,0.00,0.00
0.373286,0.000000,0.00,0.00
0.371857,180.000000,0.00,0.00
0.370286,0.000000,0.00,0.00
0.368714,180.000000,0.00,0.00
0.367143,0.000000,0.00,0.00
0.365429,180.000000,0.00,0.00
0.363714,0.000000,0.00,0.00
0.361857,180.000000,0.00,0.00
0.359857,0.000000,0.00,0.00
0.357857,180.000000,0.00,0.00
0.355857,0.000000,0.00,0.00
0.353714,180.000000,0.00,0.00
0.351429,0.000000,0.00,0.00
0.349143,180.000000,0.00,0.00
0.346857,0.000000,0.00,0.00
0.344429,180.000000,0.00,0.00
0.342000,0.000000,0.00,0.00
0.339429,180.000000,0.00,0.00
0.336857,0.000000,0.00,0.00
0.334143,180.000000,0.00,0.00
0.331429,0.000000,0.00,0.00
0.328571,180.000000,0.00,0.00
0.325714,0.000000,0.00,0.00
0.322714,180.000000,0.00,0.00
0.319714,0.000000,0.00,0.00
0.316714,180.000000,0.00,0.00
0.313571,0.000000,0.00,0.00
0.310429,180.000000,0.00,0.00
0.307143,0.000000,0.00,0.00
0.303857,180.000000,0.00,0.00
0.300571,0.000000,0.00,0.00
0.297143,180.000000,0.00,0.00
0.293714,0.000000,0.00,0.00
0.290143,180.000000,0.00,0.00
0.286571,0.000000,0.00,0.00
0.283000,180.000000,0.00,0.00
0.279286,0.000000,0.00,0.00
0.275571,180.000000,0.00,0.00
0.271714,0.000000,0.00,0.00
0.268000,180.000000,0.00,0.00
0.264000,0.000000,0.00,0.00
0.260143,180.000000,0.00,0.00
0.256143,0.000000,0.00,0.00
0.252143,180.000000,0.00,0.00
